0;14.04;0;0;276.71;ltr;false;false;false
90;14.04;0;0;276.71;ltr;false;false;false
810;12.82;0;0;276.68;ltr;false;false;false
900;12.82;0;0;276.68;ltr;false;false;false
1710;13.48;0;0;276.65;ltr;false;false;false
1800;13.48;0;0;276.65;ltr;false;false;false
2610;16.20;0;0;276.62;ltr;false;false;false
2700;16.20;0;0;276.62;ltr;false;false;false
3510;14.88;0;0;276.58;ltr;false;false;false
3600;14.88;0;0;276.58;ltr;false;false;false
4410;14.74;0;0;276.52;ltr;false;false;false
4500;14.74;0;0;276.52;ltr;false;false;false
5310;11.88;0;0;276.45;ltr;false;false;false
5400;11.88;0;0;276.45;ltr;false;false;false
6210;12.21;0;0;276.38;ltr;false;false;false
6300;12.21;0;0;276.38;ltr;false;false;false
7110;15.17;0;0;276.32;ltr;false;false;false
7200;15.17;0;0;276.32;ltr;false;false;false
8010;14.92;0;0;276.17;ltr;false;false;false
8100;14.92;0;0;276.17;ltr;false;false;false
8910;0.72;0;0;276.01;ltr;false;false;false
9000;0.72;0;0;276.01;ltr;false;false;false
9810;13.35;0;0;275.86;ltr;false;false;false
9900;13.35;0;0;275.86;ltr;false;false;false
10710;12.33;0;0;275.71;ltr;false;false;false
10800;12.33;0;0;275.71;ltr;false;false;false
11610;11.79;0;0;275.66;ltr;false;false;false
11700;11.79;0;0;275.66;ltr;false;false;false
12510;12.33;0;0;275.61;ltr;false;false;false
12600;12.33;0;0;275.61;ltr;false;false;false
13410;11.44;0;0;275.57;ltr;false;false;false
13500;11.44;0;0;275.57;ltr;false;false;false
14310;10.16;0;0;275.52;ltr;false;false;false
14400;10.16;0;0;275.52;ltr;false;false;false
15210;11.95;0;0;275.48;ltr;false;false;false
15300;11.95;0;0;275.48;ltr;false;false;false
16110;11.57;0;0;275.44;ltr;false;false;false
16200;11.57;0;0;275.44;ltr;false;false;false
17010;11.47;0;0;275.40;ltr;false;false;false
17100;11.47;0;0;275.40;ltr;false;false;false
17910;9.01;0;0;275.36;ltr;false;false;false
18000;9.01;0;0;275.36;ltr;false;false;false
18810;5.91;0;0;275.46;ltr;false;false;false
18900;5.91;0;0;275.46;ltr;false;false;false
19710;7.63;0;0;275.56;ltr;false;false;false
19800;7.63;0;0;275.56;ltr;false;false;false
20610;9.01;0;0;275.66;ltr;false;false;false
20700;9.01;0;0;275.66;ltr;false;false;false
21510;9.24;0;0;275.76;ltr;false;false;false
21600;9.24;0;0;275.76;ltr;false;false;false
22410;7.61;0;0;275.68;ltr;false;false;false
22500;7.61;0;0;275.68;ltr;false;false;false
23310;8.74;0;0;275.60;ltr;false;false;false
23400;8.74;0;0;275.60;ltr;false;false;false
24210;8.16;0;0;275.52;ltr;false;false;false
24300;8.16;0;0;275.52;ltr;false;false;false
25110;8.56;0;0;275.44;ltr;false;false;false
25200;8.56;0;0;275.44;ltr;false;false;false
26010;8.14;0;0;275.47;ltr;false;false;false
26100;8.14;0;0;275.47;ltr;false;false;false
26910;10.97;0;0;275.51;ltr;false;false;false
27000;10.97;0;0;275.51;ltr;false;false;false
27810;8.61;0;0;275.54;ltr;false;false;false
27900;8.61;0;0;275.54;ltr;false;false;false
28710;8.83;0;0;275.57;ltr;false;false;false
28800;8.83;0;0;275.57;ltr;false;false;false
29610;8.74;0;0;275.49;ltr;false;false;false
29700;8.74;0;0;275.49;ltr;false;false;false
30510;11.27;0;0;275.40;ltr;false;false;false
30600;11.27;0;0;275.40;ltr;false;false;false
31410;8.70;0;0;275.31;ltr;false;false;false
31500;8.70;0;0;275.31;ltr;false;false;false
32310;8.29;0;0;275.22;ltr;false;false;false
32400;8.29;0;0;275.22;ltr;false;false;false
33210;5.72;0;0;275.24;ltr;false;false;false
33300;5.72;0;0;275.24;ltr;false;false;false
34110;6.48;0;0;275.25;ltr;false;false;false
34200;6.48;0;0;275.25;ltr;false;false;false
35010;5.56;0;0;275.26;ltr;false;false;false
35100;5.56;0;0;275.26;ltr;false;false;false
35910;5.05;0;0;275.28;ltr;false;false;false
36000;5.05;0;0;275.28;ltr;false;false;false
36810;6.37;0;0;275.08;ltr;false;false;false
36900;6.37;0;0;275.08;ltr;false;false;false
37710;3.52;0;0;274.89;ltr;false;false;false
37800;3.52;0;0;274.89;ltr;false;false;false
38610;4.58;0;0;274.69;ltr;false;false;false
38700;4.58;0;0;274.69;ltr;false;false;false
39510;3.59;0;0;274.49;ltr;false;false;false
39600;3.59;0;0;274.49;ltr;false;false;false
40410;3.05;0;0;274.43;ltr;false;false;false
40500;3.05;0;0;274.43;ltr;false;false;false
41310;2.92;0;0;274.36;ltr;false;false;false
41400;2.92;0;0;274.36;ltr;false;false;false
42210;4.15;0;0;274.29;ltr;false;false;false
42300;4.15;0;0;274.29;ltr;false;false;false
43110;2.58;0;0;274.22;ltr;false;false;false
43200;2.58;0;0;274.22;ltr;false;false;false
44010;3.25;0;0;274.34;ltr;false;false;false
44100;3.25;0;0;274.34;ltr;false;false;false
44910;3.34;0;0;274.45;ltr;false;false;false
45000;3.34;0;0;274.45;ltr;false;false;false
45810;3.30;0;0;274.57;ltr;false;false;false
45900;3.30;0;0;274.57;ltr;false;false;false
46710;3.21;0;0;274.68;ltr;false;false;false
46800;3.21;0;0;274.68;ltr;false;false;false
47610;2.95;0;0;274.53;ltr;false;false;false
47700;2.95;0;0;274.53;ltr;false;false;false
48510;3.76;0;0;274.38;ltr;false;false;false
48600;3.76;0;0;274.38;ltr;false;false;false
49410;3.38;0;0;274.23;ltr;false;false;false
49500;3.38;0;0;274.23;ltr;false;false;false
50310;1.54;0;0;274.08;ltr;false;false;false
50400;1.54;0;0;274.08;ltr;false;false;false
