0;3.61;0;0;276.03;ltr;false;false;false
90;3.61;0;0;276.03;ltr;false;false;false
810;-11.34;0;0;275.99;rtl;false;true;false
900;-11.34;0;0;275.99;rtl;false;true;false
1710;-9.70;0;0;275.86;rtl;false;false;false
1800;-9.70;0;0;275.86;rtl;false;false;false
2610;-9.16;0;0;275.72;rtl;false;false;false
2700;-9.16;0;0;275.72;rtl;false;false;false
3510;-9.39;0;0;275.59;rtl;false;false;false
3600;-9.39;0;0;275.59;rtl;false;false;false
4410;-9.24;0;0;275.46;rtl;false;false;false
4500;-9.24;0;0;275.46;rtl;false;false;false
5310;-11.41;0;0;275.32;rtl;false;false;false
5400;-11.41;0;0;275.32;rtl;false;false;false
6210;-8.96;0;0;275.18;rtl;false;false;false
6300;-8.96;0;0;275.18;rtl;false;false;false
7110;-8.15;0;0;275.03;rtl;false;false;false
7200;-8.15;0;0;275.03;rtl;false;false;false
8010;-7.24;0;0;274.89;rtl;false;false;false
8100;-7.24;0;0;274.89;rtl;false;false;false
8910;-8.17;0;0;274.77;rtl;false;false;false
9000;-8.17;0;0;274.77;rtl;false;false;false
9810;-5.07;0;0;274.65;rtl;false;false;false
9900;-5.07;0;0;274.65;rtl;false;false;false
10710;-6.34;0;0;274.53;rtl;false;false;false
10800;-6.34;0;0;274.53;rtl;false;false;false
11610;-6.26;0;0;274.41;rtl;false;false;false
11700;-6.26;0;0;274.41;rtl;false;false;false
12510;-6.70;0;0;274.47;rtl;false;false;false
12600;-6.70;0;0;274.47;rtl;false;false;false
13410;-6.81;0;0;274.54;rtl;false;false;false
13500;-6.81;0;0;274.54;rtl;false;false;false
14310;-8.11;0;0;274.61;rtl;false;false;false
14400;-8.11;0;0;274.61;rtl;false;false;false
15210;-7.08;0;0;274.68;rtl;false;false;false
15300;-7.08;0;0;274.68;rtl;false;false;false
16110;-8.49;0;0;274.73;rtl;false;false;false
16200;-8.49;0;0;274.73;rtl;false;false;false
17010;-8.27;0;0;274.77;rtl;false;false;false
17100;-8.27;0;0;274.77;rtl;false;false;false
17910;-8.05;0;0;274.82;rtl;false;false;false
18000;-8.05;0;0;274.82;rtl;false;false;false
18810;-7.92;0;0;274.87;rtl;false;false;false
18900;-7.92;0;0;274.87;rtl;false;false;false
19710;-6.46;0;0;274.85;rtl;false;false;false
19800;-6.46;0;0;274.85;rtl;false;false;false
20610;-5.79;0;0;274.83;rtl;false;false;false
20700;-5.79;0;0;274.83;rtl;false;false;false
21510;-6.09;0;0;274.81;rtl;false;false;false
21600;-6.09;0;0;274.81;rtl;false;false;false
22410;-6.25;0;0;274.79;rtl;false;false;false
22500;-6.25;0;0;274.79;rtl;false;false;false
23310;-6.75;0;0;274.70;rtl;false;false;false
23400;-6.75;0;0;274.70;rtl;false;false;false
24210;-8.52;0;0;274.62;rtl;false;false;false
24300;-8.52;0;0;274.62;rtl;false;false;false
25110;-5.66;0;0;274.54;rtl;false;false;false
25200;-5.66;0;0;274.54;rtl;false;false;false
26010;-7.28;0;0;274.46;rtl;false;false;false
26100;-7.28;0;0;274.46;rtl;false;false;false
26910;-7.57;0;0;274.50;rtl;false;false;false
27000;-7.57;0;0;274.50;rtl;false;false;false
27810;-6.47;0;0;274.54;rtl;false;false;false
27900;-6.47;0;0;274.54;rtl;false;false;false
28710;-6.60;0;0;274.58;rtl;false;false;false
28800;-6.60;0;0;274.58;rtl;false;false;false
29610;-7.67;0;0;274.62;rtl;false;false;false
29700;-7.67;0;0;274.62;rtl;false;false;false
30510;-7.60;0;0;274.86;rtl;false;false;false
30600;-7.60;0;0;274.86;rtl;false;false;false
31410;-8.64;0;0;275.09;rtl;false;false;false
31500;-8.64;0;0;275.09;rtl;false;false;false
32310;-8.29;0;0;275.33;rtl;false;false;false
32400;-8.29;0;0;275.33;rtl;false;false;false
33210;-8.69;0;0;275.56;rtl;false;false;false
33300;-8.69;0;0;275.56;rtl;false;false;false
34110;-9.06;0;0;275.52;rtl;false;false;false
34200;-9.06;0;0;275.52;rtl;false;false;false
35010;-9.19;0;0;275.47;rtl;false;false;false
35100;-9.19;0;0;275.47;rtl;false;false;false
35910;-11.22;0;0;275.42;rtl;false;false;false
36000;-11.22;0;0;275.42;rtl;false;false;false
36810;-9.52;0;0;275.38;rtl;false;false;false
36900;-9.52;0;0;275.38;rtl;false;false;false
37710;-8.32;0;0;275.40;rtl;false;false;false
37800;-8.32;0;0;275.40;rtl;false;false;false
38610;-5.35;0;0;275.42;rtl;false;false;false
38700;-5.35;0;0;275.42;rtl;false;false;false
39510;-8.13;0;0;275.44;rtl;false;false;false
39600;-8.13;0;0;275.44;rtl;false;false;false
40410;-7.96;0;0;275.46;rtl;false;false;false
40500;-7.96;0;0;275.46;rtl;false;false;false
41310;-7.54;0;0;275.58;rtl;false;false;false
41400;-7.54;0;0;275.58;rtl;false;false;false
42210;-8.57;0;0;275.70;rtl;false;false;false
42300;-8.57;0;0;275.70;rtl;false;false;false
43110;-9.67;0;0;275.82;rtl;false;false;false
43200;-9.67;0;0;275.82;rtl;false;false;false
44010;-8.64;0;0;275.94;rtl;false;false;false
44100;-8.64;0;0;275.94;rtl;false;false;false
44910;-7.75;0;0;276.04;rtl;false;false;false
45000;-7.75;0;0;276.04;rtl;false;false;false
45810;-9.68;0;0;276.13;rtl;false;false;false
45900;-9.68;0;0;276.13;rtl;false;false;false
46710;-8.83;0;0;276.23;rtl;false;false;false
46800;-8.83;0;0;276.23;rtl;false;false;false
47610;-9.94;0;0;276.33;rtl;false;false;false
47700;-9.94;0;0;276.33;rtl;false;false;false
48510;-9.47;0;0;276.37;rtl;false;false;false
48600;-9.47;0;0;276.37;rtl;false;false;false
49410;-8.67;0;0;276.40;rtl;false;false;false
49500;-8.67;0;0;276.40;rtl;false;false;false
50310;-8.74;0;0;276.43;rtl;false;false;false
50400;-8.74;0;0;276.43;rtl;false;false;false
51210;-8.55;0;0;276.46;rtl;false;false;false
51300;-8.55;0;0;276.46;rtl;false;false;false
52110;-0.46;0;0;276.53;rtl;false;false;false
52200;-0.46;0;0;276.53;rtl;false;false;false
53010;7.91;0;0;276.60;ltr;false;true;false
53100;7.91;0;0;276.60;ltr;false;true;false
